Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,180,1,1.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,242,1,0.93
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,113,1,0.8
2020H1,California,San Diego,Surgical Site Infections (SSI),Heart transplant,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,140,0,1.08
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,16,0,0.15
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,48,0,0.16
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,36,0,0.18
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,136,0,0.52
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,160,0,0.58
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,275,0,2.17
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,10,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,38,0,0.76
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,112,2,2.23
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,195,0,1.21
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,6,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,68,1,0.36
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,1855,8,11.2
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,118,1,0.61
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,13,0,0.32
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,59,0,0.26
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,381,0,1.12
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,76,1,1.78
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,24,0,0.21
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,8,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,118,1,0.61
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,263,0,0.81
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,20,0,0.38
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,116,1,1.12
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,25,0,0.18
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,12,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,90,0,0.41
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,95,0,0.4
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,97,2,0.69
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,17,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,81,0,0.15
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,18,0,0.29
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,48,0,0.91
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,106,2,0.59
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,69,0,0.22
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,842,6,5.84
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,60,0,0.42
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,3,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,63,0,1.35
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,43,0,0.14
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,149,0,0.57
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,3,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,162,2,1.06
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,17,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,67,0,0.37
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,232,4,1.23
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,11,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,26,0,0.48
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,1,0,0
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000144,"Kaiser Foundation Hospital, Zion",Acute Care Hospital,Major Teaching,3,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",565,5,2.41
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",33,1,0.11
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",125,0,0.12
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",28,1,0.53
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",34,0,0.2
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",33,0,0.1
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",19,0,0.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",60,0,0.25
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",15,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",4,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",116,2,0.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",38,1,0.17
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",12,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",17,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",8,0,0.16
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",14,0,0.26
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",8,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",3422,16,19.08
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",84,0,0.55
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",16,1,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",173,1,0.66
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",487,0,0.5
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",107,2,2.83
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",188,2,1.37
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",6,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",229,1,1.29
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",135,0,0.6
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",73,1,0.53
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",126,0,0.77
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",158,0,1.05
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",9,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",6,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",126,1,0.4
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",123,0,0.34
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",235,0,1.39
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",85,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",529,2,0.9
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",38,0,0.72
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000149,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",153,3,3.13
